name_tmc,from_node_id_tmc,to_node_id_tmc,bearing_angle_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,geometry_base,geometry_tmc_base,distance
20739AB,18281,18282,267.3714102827199,"LINESTRING (-112.195152 33.638579, -112.202916 33.638282)",West Bell Road,2080,2414,74,"LINESTRING (-112.1944975 33.6386541, -112.1950286 33.6386451, -112.1951793 33.6386404)","MULTILINESTRING ((-112.195152 33.638579, -112.202916 33.638282), (-112.1944975 33.6386541, -112.1950286 33.6386451, -112.1951793 33.6386404))",6.222117343883815e-05
20739AB,18281,18282,267.3714102827199,"LINESTRING (-112.195152 33.638579, -112.202916 33.638282)",West Bell Road,2088,74,2413,"LINESTRING (-112.1951793 33.6386404, -112.1953229 33.6386359, -112.1959101 33.6386155, -112.1962412 33.638604, -112.1974628 33.6385616, -112.1982783 33.6385293, -112.1988333 33.6385074)","MULTILINESTRING ((-112.195152 33.638579, -112.202916 33.638282), (-112.1951793 33.6386404, -112.1953229 33.6386359, -112.1959101 33.6386155, -112.1962412 33.638604, -112.1974628 33.6385616, -112.1982783 33.6385293, -112.1988333 33.6385074))",6.55248800019147e-05
20739AB,18281,18282,267.3714102827199,"LINESTRING (-112.195152 33.638579, -112.202916 33.638282)",West Bell Road,2059,2413,2412,"LINESTRING (-112.1988333 33.6385074, -112.1994119 33.6384845)","MULTILINESTRING ((-112.195152 33.638579, -112.202916 33.638282), (-112.1988333 33.6385074, -112.1994119 33.6384845))",6.890269181962676e-05
20739AB,18281,18282,267.3714102827199,"LINESTRING (-112.195152 33.638579, -112.202916 33.638282)",West Bell Road,2084,2412,2406,"LINESTRING (-112.1994119 33.6384845, -112.200148 33.6384554, -112.2009491 33.6384238, -112.2011191 33.6384171, -112.2016024 33.6383964, -112.2018137 33.6383873)","MULTILINESTRING ((-112.195152 33.638579, -112.202916 33.638282), (-112.1994119 33.6384845, -112.200148 33.6384554, -112.2009491 33.6384238, -112.2011191 33.6384171, -112.2016024 33.6383964, -112.2018137 33.6383873))",6.789319800471359e-05
20739AB,18281,18282,267.3714102827199,"LINESTRING (-112.195152 33.638579, -112.202916 33.638282)",West Bell Road,728,2405,90101,"LINESTRING (-112.2019525 33.6383814, -112.2021764 33.6383718, -112.2022858 33.6383669, -112.202741 33.638365, -112.202851 33.6383639)","MULTILINESTRING ((-112.195152 33.638579, -112.202916 33.638282), (-112.2019525 33.6383814, -112.2021764 33.6383718, -112.2022858 33.6383669, -112.202741 33.638365, -112.202851 33.6383639))",6.16212317787773e-05
20749AB,18299,18300,267.30708530621575,"LINESTRING (-112.195491 33.668369, -112.210285 33.667789)",Agua Fria Freeway,4042,453,454,"LINESTRING (-112.1930892 33.6683964, -112.1957156 33.6683821)","MULTILINESTRING ((-112.195491 33.668369, -112.210285 33.667789), (-112.1930892 33.6683964, -112.1957156 33.6683821))",1.4322670741703511e-05
20749AB,18299,18300,267.30708530621575,"LINESTRING (-112.195491 33.668369, -112.210285 33.667789)",Agua Fria Freeway,3938,454,379,"LINESTRING (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088)","MULTILINESTRING ((-112.195491 33.668369, -112.210285 33.667789), (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088))",1.1788957055171289e-05
20750AB,18301,18302,87.2581135463434,"LINESTRING (-112.210231 33.667568, -112.195658 33.668148)",,96,745,746,"LINESTRING (-112.2101533 33.6675875, -112.2086598 33.6675375, -112.2080011 33.6675283, -112.2075584 33.6675168, -112.2065741 33.6674875, -112.2055133 33.6674069)","MULTILINESTRING ((-112.210231 33.667568, -112.195658 33.668148), (-112.2101533 33.6675875, -112.2086598 33.6675375, -112.2080011 33.6675283, -112.2075584 33.6675168, -112.2065741 33.6674875, -112.2055133 33.6674069))",0.0
20750AB,18301,18302,87.2581135463434,"LINESTRING (-112.210231 33.667568, -112.195658 33.668148)",Agua Fria Freeway,3939,745,633,"LINESTRING (-112.2101533 33.6675875, -112.207161 33.6676775, -112.2033172 33.6678374, -112.2027619 33.6678596, -112.1967281 33.668103)","MULTILINESTRING ((-112.210231 33.667568, -112.195658 33.668148), (-112.2101533 33.6675875, -112.207161 33.6676775, -112.2033172 33.6678374, -112.2027619 33.6678596, -112.1967281 33.668103))",0.0
20750AB,18301,18302,87.2581135463434,"LINESTRING (-112.210231 33.667568, -112.195658 33.668148)",,806,1777,633,"LINESTRING (-112.1994465 33.667805, -112.1988547 33.6678784, -112.1979034 33.6679686, -112.1974519 33.6680077, -112.1967281 33.668103)","MULTILINESTRING ((-112.210231 33.667568, -112.195658 33.668148), (-112.1994465 33.667805, -112.1988547 33.6678784, -112.1979034 33.6679686, -112.1974519 33.6680077, -112.1967281 33.668103))",2.4085097238694773e-06
20755AB,18308,18309,87.65705643488076,"LINESTRING (-112.210902 33.667642, -112.194277 33.668207)",Agua Fria Freeway,4044,632,745,"LINESTRING (-112.2111779 33.6675632, -112.2101533 33.6675875)","MULTILINESTRING ((-112.210902 33.667642, -112.194277 33.668207), (-112.2111779 33.6675632, -112.2101533 33.6675875))",7.223628497400292e-05
20755AB,18308,18309,87.65705643488076,"LINESTRING (-112.210902 33.667642, -112.194277 33.668207)",Agua Fria Freeway,3939,745,633,"LINESTRING (-112.2101533 33.6675875, -112.207161 33.6676775, -112.2033172 33.6678374, -112.2027619 33.6678596, -112.1967281 33.668103)","MULTILINESTRING ((-112.210902 33.667642, -112.194277 33.668207), (-112.2101533 33.6675875, -112.207161 33.6676775, -112.2033172 33.6678374, -112.2027619 33.6678596, -112.1967281 33.668103))",8.347770632429768e-05
20755AB,18308,18309,87.65705643488076,"LINESTRING (-112.210902 33.667642, -112.194277 33.668207)",,806,1777,633,"LINESTRING (-112.1994465 33.667805, -112.1988547 33.6678784, -112.1979034 33.6679686, -112.1974519 33.6680077, -112.1967281 33.668103)","MULTILINESTRING ((-112.210902 33.667642, -112.194277 33.668207), (-112.1994465 33.667805, -112.1988547 33.6678784, -112.1979034 33.6679686, -112.1974519 33.6680077, -112.1967281 33.668103))",2.0687515286130795e-05
20755AB,18308,18309,87.65705643488076,"LINESTRING (-112.210902 33.667642, -112.194277 33.668207)",Agua Fria Freeway,3940,633,634,"LINESTRING (-112.1967281 33.668103, -112.1954537 33.6681418, -112.1940721 33.6681579)","MULTILINESTRING ((-112.210902 33.667642, -112.194277 33.668207), (-112.1967281 33.668103, -112.1954537 33.6681418, -112.1940721 33.6681579))",2.347964143459137e-05
20756AB,18310,18311,267.59185067430263,"LINESTRING (-112.194350 33.668297, -112.210918 33.667716)",Agua Fria Freeway,4042,453,454,"LINESTRING (-112.1930892 33.6683964, -112.1957156 33.6683821)","MULTILINESTRING ((-112.194350 33.668297, -112.210918 33.667716), (-112.1930892 33.6683964, -112.1957156 33.6683821))",9.25339315039116e-05
20756AB,18310,18311,267.59185067430263,"LINESTRING (-112.194350 33.668297, -112.210918 33.667716)",Agua Fria Freeway,3938,454,379,"LINESTRING (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088)","MULTILINESTRING ((-112.194350 33.668297, -112.210918 33.667716), (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088))",0.00011762045826133752
21503AB,18263,32840,180.0979867086422,"LINESTRING (-112.203079 33.688941, -112.203088 33.684562)",North 67th Avenue,1264,2045,487,"LINESTRING (-112.2031486 33.6762081, -112.2031437 33.675826)","MULTILINESTRING ((-112.203079 33.688941, -112.203088 33.684562), (-112.2031486 33.6762081, -112.2031437 33.675826))",0.012295191933843177
23183AB,19732,18265,179.4142429275695,"LINESTRING (-112.203014 33.666573, -112.202934 33.660060)",North 67th Avenue,2789,2729,2727,"LINESTRING (-112.2030971 33.6665784, -112.2030948 33.6660813, -112.2030943 33.6659605)","MULTILINESTRING ((-112.203014 33.666573, -112.202934 33.660060), (-112.2030971 33.6665784, -112.2030948 33.6660813, -112.2030943 33.6659605))",8.307412588087683e-05
23183AB,19732,18265,179.4142429275695,"LINESTRING (-112.203014 33.666573, -112.202934 33.660060)",North 67th Avenue,2799,2727,2726,"LINESTRING (-112.2030943 33.6659605, -112.2030935 33.6657927, -112.2030927 33.6656152, -112.2030931 33.6655614, -112.203093 33.6655248)","MULTILINESTRING ((-112.203014 33.666573, -112.202934 33.660060), (-112.2030943 33.6659605, -112.2030935 33.6657927, -112.2030927 33.6656152, -112.2030931 33.6655614, -112.203093 33.6655248))",8.811401647551785e-05
23183AB,19732,18265,179.4142429275695,"LINESTRING (-112.203014 33.666573, -112.202934 33.660060)",North 67th Avenue,2791,3329,2725,"LINESTRING (-112.2030921 33.6654342, -112.2030902 33.664876, -112.2030872 33.6642542)","MULTILINESTRING ((-112.203014 33.666573, -112.202934 33.660060), (-112.2030921 33.6654342, -112.2030902 33.664876, -112.2030872 33.6642542))",9.3541916033375e-05
23183AB,19732,18265,179.4142429275695,"LINESTRING (-112.203014 33.666573, -112.202934 33.660060)",North 67th Avenue,2795,2725,1510,"LINESTRING (-112.2030872 33.6642542, -112.2030849 33.6637787, -112.2030848 33.6637006)","MULTILINESTRING ((-112.203014 33.666573, -112.202934 33.660060), (-112.2030872 33.6642542, -112.2030849 33.6637787, -112.2030848 33.6637006))",0.00010381346484964348
23183AB,19732,18265,179.4142429275695,"LINESTRING (-112.203014 33.666573, -112.202934 33.660060)",North 67th Avenue,571,1510,2723,"LINESTRING (-112.2030848 33.6637006, -112.2030847 33.6636233, -112.203082 33.6625829, -112.2030768 33.6613991, -112.20308 33.6607108)","MULTILINESTRING ((-112.203014 33.666573, -112.202934 33.660060), (-112.2030848 33.6637006, -112.2030847 33.6636233, -112.203082 33.6625829, -112.2030768 33.6613991, -112.20308 33.6607108))",0.00010990343614289958
23683AB,20072,20081,269.57328183597855,"LINESTRING (-112.065637 33.683837, -112.074142 33.683784)",East Deer Valley Road,1148,90046,2811,"LINESTRING (-112.0657654 33.6839238, -112.0659013 33.683921, -112.066427 33.6839101, -112.067795 33.6838819, -112.068445 33.6838738, -112.0723729 33.6838357, -112.0737491 33.6838223)","MULTILINESTRING ((-112.065637 33.683837, -112.074142 33.683784), (-112.0657654 33.6839238, -112.0659013 33.683921, -112.066427 33.6839101, -112.067795 33.6838819, -112.068445 33.6838738, -112.0723729 33.6838357, -112.0737491 33.6838223))",7.713646349359183e-05
23683AB,20072,20081,269.57328183597855,"LINESTRING (-112.065637 33.683837, -112.074142 33.683784)",East Deer Valley Road,3043,2811,238,"LINESTRING (-112.0737491 33.6838223, -112.0742175 33.6838178)","MULTILINESTRING ((-112.065637 33.683837, -112.074142 33.683784), (-112.0737491 33.6838223, -112.0742175 33.6838178))",3.452374839010174e-05
23696AB,20104,20105,357.19923759044514,"LINESTRING (-112.112259 33.684395, -112.112504 33.688562)",Black Canyon Freeway,4055,755,1283,"LINESTRING (-112.1122811 33.6841502, -112.1122901 33.6849771)","MULTILINESTRING ((-112.112259 33.684395, -112.112504 33.688562), (-112.1122811 33.6841502, -112.1122901 33.6849771))",4.79949805672439e-06
23696AB,20104,20105,357.19923759044514,"LINESTRING (-112.112259 33.684395, -112.112504 33.688562)",Black Canyon Freeway,106,1283,751,"LINESTRING (-112.1122901 33.6849771, -112.1123481 33.6864534, -112.112379 33.6872962, -112.1124979 33.6885951)","MULTILINESTRING ((-112.112259 33.684395, -112.112504 33.688562), (-112.1122901 33.6849771, -112.1123481 33.6864534, -112.112379 33.6872962, -112.1124979 33.6885951))",8.020886710050513e-06
23701AB,20110,20062,75.43760789911039,"LINESTRING (-112.005539 33.684179, -111.994804 33.686499)",East Deer Valley Road,3541,2997,90124,"LINESTRING (-112.0062848 33.684085, -112.0058084 33.6840881, -112.0053994 33.684087, -112.0052358 33.684093)","MULTILINESTRING ((-112.005539 33.684179, -111.994804 33.686499), (-112.0062848 33.684085, -112.0058084 33.6840881, -112.0053994 33.684087, -112.0052358 33.684093))",9.162421630607914e-05
23701AB,20110,20062,75.43760789911039,"LINESTRING (-112.005539 33.684179, -111.994804 33.686499)",East Deer Valley Road,543,1899,1636,"LINESTRING (-112.0046626 33.6841029, -112.0046022 33.6841045, -112.004223 33.6841329, -112.0040759 33.6841435, -112.0039516 33.6841536, -112.0036817 33.6841807, -112.0034345 33.6842091, -112.0031106 33.6842605, -112.0027659 33.6843164)","MULTILINESTRING ((-112.005539 33.684179, -111.994804 33.686499), (-112.0046626 33.6841029, -112.0046022 33.6841045, -112.004223 33.6841329, -112.0040759 33.6841435, -112.0039516 33.6841536, -112.0036817 33.6841807, -112.0034345 33.6842091, -112.0031106 33.6842605, -112.0027659 33.6843164))",0.00029543450459967787
23701AB,20110,20062,75.43760789911039,"LINESTRING (-112.005539 33.684179, -111.994804 33.686499)",East Deer Valley Road,544,1636,3001,"LINESTRING (-112.0027659 33.6843164, -112.002156 33.684452, -112.0015873 33.6846109, -112.0012802 33.6847002, -112.0009734 33.6848031, -112.0007947 33.6848724)","MULTILINESTRING ((-112.005539 33.684179, -111.994804 33.686499), (-112.0027659 33.6843164, -112.002156 33.684452, -112.0015873 33.6846109, -112.0012802 33.6847002, -112.0009734 33.6848031, -112.0007947 33.6848724))",0.00037449164601461687
23701AB,20110,20062,75.43760789911039,"LINESTRING (-112.005539 33.684179, -111.994804 33.686499)",East Deer Valley Road,3533,1637,3002,"LINESTRING (-112.0003731 33.6850361, -111.9995713 33.6853829, -111.998872 33.6856692, -111.9984569 33.6858279, -111.9980408 33.6859551, -111.997596 33.6860655, -111.9971382 33.6861702, -111.9967458 33.6862481, -111.9963298 33.6863074, -111.9959893 33.6863474, -111.9956655 33.6863793, -111.9954588 33.6863918, -111.9954319 33.6863924)","MULTILINESTRING ((-112.005539 33.684179, -111.994804 33.686499), (-112.0003731 33.6850361, -111.9995713 33.6853829, -111.998872 33.6856692, -111.9984569 33.6858279, -111.9980408 33.6859551, -111.997596 33.6860655, -111.9971382 33.6861702, -111.9967458 33.6862481, -111.9963298 33.6863074, -111.9959893 33.6863474, -111.9956655 33.6863793, -111.9954588 33.6863918, -111.9954319 33.6863924))",0.00019797733581102656
23701AB,20110,20062,75.43760789911039,"LINESTRING (-112.005539 33.684179, -111.994804 33.686499)",East Deer Valley Road,3540,3002,90126,"LINESTRING (-111.9954319 33.6863924, -111.9949854 33.6864024, -111.9948833 33.6864048)","MULTILINESTRING ((-112.005539 33.684179, -111.994804 33.686499), (-111.9954319 33.6863924, -111.9949854 33.6864024, -111.9948833 33.6864048))",0.0
23709AB,20124,20125,178.36366588830913,"LINESTRING (-112.113071 33.691160, -112.112670 33.679479)",Black Canyon Freeway,4058,475,9,"LINESTRING (-112.1132296 33.6913238, -112.1129555 33.6893094)","MULTILINESTRING ((-112.113071 33.691160, -112.112670 33.679479), (-112.1132296 33.6913238, -112.1129555 33.6893094))",1.7308476178562307e-05
23709AB,20124,20125,178.36366588830913,"LINESTRING (-112.113071 33.691160, -112.112670 33.679479)",,423,9,458,"LINESTRING (-112.1129555 33.6893094, -112.1130353 33.6891041, -112.1130112 33.6888745, -112.1129476 33.6881229, -112.1129359 33.687885, -112.1129231 33.6876507, -112.1129193 33.687338, -112.1129231 33.6870849, -112.1129275 33.6868529, -112.1129541 33.6865477, -112.1129972 33.6862893, -112.1130593 33.6860509, -112.1131065 33.6859226, -112.1131492 33.6858137, -112.1132481 33.6856134, -112.1135013 33.6852532)","MULTILINESTRING ((-112.113071 33.691160, -112.112670 33.679479), (-112.1129555 33.6893094, -112.1130353 33.6891041, -112.1130112 33.6888745, -112.1129476 33.6881229, -112.1129359 33.687885, -112.1129231 33.6876507, -112.1129193 33.687338, -112.1129231 33.6870849, -112.1129275 33.6868529, -112.1129541 33.6865477, -112.1129972 33.6862893, -112.1130593 33.6860509, -112.1131065 33.6859226, -112.1131492 33.6858137, -112.1132481 33.6856134, -112.1135013 33.6852532))",0.0
23709AB,20124,20125,178.36366588830913,"LINESTRING (-112.113071 33.691160, -112.112670 33.679479)",,378,752,992,"LINESTRING (-112.1128166 33.6842693, -112.1127637 33.6838394, -112.1127332 33.6835339)","MULTILINESTRING ((-112.113071 33.691160, -112.112670 33.679479), (-112.1128166 33.6842693, -112.1127637 33.6838394, -112.1127332 33.6835339))",1.7836911592677002e-05
