name_tmc,corridor_id_tmc,link_id_tmc,from_node_id_tmc,to_node_id_tmc,category_id_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,category_id_base,geometry_base,geometry_tmc_base,distance
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,47391,13842,13431,18,"LINESTRING (-112.0710558 33.6689908, -112.0722407 33.6689913)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0710558 33.6689908, -112.0722407 33.6689913))",9.055784511897178e-07
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,47390,13431,23096,18,"LINESTRING (-112.0722407 33.6689913, -112.072717 33.6689855)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0722407 33.6689913, -112.072717 33.6689855))",1.549053745573145e-05
115+04375,AZ-101-LOOP_COUNTERCLOCKWISE,54,100000056,100000057,19,"LINESTRING (-112.07266000000001 33.66897,-112.07623000000001 33.66892)",Pima Freeway,47390,13431,23096,19,"LINESTRING (-112.0722407 33.6689913, -112.072717 33.6689855)","MULTILINESTRING ((-112.07266000000001 33.66897,-112.07623000000001 33.66892), (-112.0722407 33.6689913, -112.072717 33.6689855))",1.619289982262512e-05
115+04375,AZ-101-LOOP_COUNTERCLOCKWISE,54,100000056,100000057,19,"LINESTRING (-112.07266000000001 33.66897,-112.07623000000001 33.66892)",Pima Freeway,52765,23096,13060,19,"LINESTRING (-112.072717 33.6689855, -112.0766328 33.6689366)","MULTILINESTRING ((-112.07266000000001 33.66897,-112.07623000000001 33.66892), (-112.072717 33.6689855, -112.0766328 33.6689366))",1.6318902279271316e-05
115P04375,AZ-101-LOOP_COUNTERCLOCKWISE,55,100000057,100000058,20,"LINESTRING (-112.07623000000001 33.66892,-112.08968 33.66937)",Pima Freeway,52765,23096,13060,20,"LINESTRING (-112.072717 33.6689855, -112.0766328 33.6689366)","MULTILINESTRING ((-112.07623000000001 33.66892,-112.08968 33.66937), (-112.072717 33.6689855, -112.0766328 33.6689366))",2.1628427521883885e-05
115P04375,AZ-101-LOOP_COUNTERCLOCKWISE,55,100000057,100000058,20,"LINESTRING (-112.07623000000001 33.66892,-112.08968 33.66937)",Pima Freeway,47388,13060,13061,20,"LINESTRING (-112.0766328 33.6689366, -112.0772092 33.668925, -112.0812175 33.6687821, -112.0821089 33.6687539, -112.0834983 33.6687718, -112.0841474 33.6688119, -112.0848287 33.6688566, -112.0858609 33.6689678, -112.0889616 33.6693081)","MULTILINESTRING ((-112.07623000000001 33.66892,-112.08968 33.66937), (-112.0766328 33.6689366, -112.0772092 33.668925, -112.0812175 33.6687821, -112.0821089 33.6687539, -112.0834983 33.6687718, -112.0841474 33.6688119, -112.0848287 33.6688566, -112.0858609 33.6689678, -112.0889616 33.6693081))",4.120054016073931e-06
115P04375,AZ-101-LOOP_COUNTERCLOCKWISE,55,100000057,100000058,20,"LINESTRING (-112.07623000000001 33.66892,-112.08968 33.66937)",Pima Freeway,47387,13061,13440,20,"LINESTRING (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934)","MULTILINESTRING ((-112.07623000000001 33.66892,-112.08968 33.66937), (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934))",2.3901970756493752e-05
115+04374,AZ-101-LOOP_COUNTERCLOCKWISE,56,100000058,100000059,21,"LINESTRING (-112.08968 33.66937,-112.09245 33.66966)",Pima Freeway,47387,13061,13440,21,"LINESTRING (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934)","MULTILINESTRING ((-112.08968 33.66937,-112.09245 33.66966), (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934))",1.705969171370463e-05
115P04374,AZ-101-LOOP_COUNTERCLOCKWISE,57,100000059,100000060,22,"LINESTRING (-112.09245 33.66966,-112.0943 33.66976)",Pima Freeway,47387,13061,13440,22,"LINESTRING (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934)","MULTILINESTRING ((-112.09245 33.66966,-112.0943 33.66976), (-112.0889616 33.6693081, -112.0917466 33.6696146, -112.0927112 33.6696934))",1.2022029351190335e-05
115P04374,AZ-101-LOOP_COUNTERCLOCKWISE,57,100000059,100000060,22,"LINESTRING (-112.09245 33.66966,-112.0943 33.66976)",Pima Freeway,30214,13440,13063,22,"LINESTRING (-112.0927112 33.6696934, -112.0932636 33.6697398, -112.0941868 33.6697829, -112.0960107 33.6697973, -112.0966537 33.66978, -112.0970006 33.6697598, -112.0973228 33.6697396, -112.0984312 33.6696699, -112.0993559 33.6695773)","MULTILINESTRING ((-112.09245 33.66966,-112.0943 33.66976), (-112.0927112 33.6696934, -112.0932636 33.6697398, -112.0941868 33.6697829, -112.0960107 33.6697973, -112.0966537 33.66978, -112.0970006 33.6697598, -112.0973228 33.6697396, -112.0984312 33.6696699, -112.0993559 33.6695773))",2.0251781418759573e-05
115+04140,AZ-101-LOOP_COUNTERCLOCKWISE,58,100000060,100000061,23,"LINESTRING (-112.0943 33.66976,-112.1003 33.66944)",Pima Freeway,30214,13440,13063,23,"LINESTRING (-112.0927112 33.6696934, -112.0932636 33.6697398, -112.0941868 33.6697829, -112.0960107 33.6697973, -112.0966537 33.66978, -112.0970006 33.6697598, -112.0973228 33.6697396, -112.0984312 33.6696699, -112.0993559 33.6695773)","MULTILINESTRING ((-112.0943 33.66976,-112.1003 33.66944), (-112.0927112 33.6696934, -112.0932636 33.6697398, -112.0941868 33.6697829, -112.0960107 33.6697973, -112.0966537 33.66978, -112.0970006 33.6697598, -112.0973228 33.6697396, -112.0984312 33.6696699, -112.0993559 33.6695773))",2.3792991672543336e-05
115+04140,AZ-101-LOOP_COUNTERCLOCKWISE,58,100000060,100000061,23,"LINESTRING (-112.0943 33.66976,-112.1003 33.66944)",Pima Freeway,30207,13063,13838,23,"LINESTRING (-112.0993559 33.6695773, -112.1002892 33.6694527)","MULTILINESTRING ((-112.0943 33.66976,-112.1003 33.66944), (-112.0993559 33.6695773, -112.1002892 33.6694527))",7.791089686859606e-05
115P04140,AZ-101-LOOP_COUNTERCLOCKWISE,59,100000061,100000062,24,"LINESTRING (-112.1003 33.66944,-112.1164 33.66883)",Pima Freeway,30206,13838,13064,24,"LINESTRING (-112.1002892 33.6694527, -112.1011168 33.6693356, -112.1017435 33.6692483, -112.1030035 33.6690652, -112.1036963 33.6689684, -112.1041729 33.668913, -112.1046798 33.6688753, -112.1051918 33.6688566, -112.1058217 33.6688506, -112.1073099 33.6688778)","MULTILINESTRING ((-112.1003 33.66944,-112.1164 33.66883), (-112.1002892 33.6694527, -112.1011168 33.6693356, -112.1017435 33.6692483, -112.1030035 33.6690652, -112.1036963 33.6689684, -112.1041729 33.668913, -112.1046798 33.6688753, -112.1051918 33.6688566, -112.1058217 33.6688506, -112.1073099 33.6688778))",1.1061689459219335e-05
115P04140,AZ-101-LOOP_COUNTERCLOCKWISE,59,100000061,100000062,24,"LINESTRING (-112.1003 33.66944,-112.1164 33.66883)",Pima Freeway,31574,13064,13065,24,"LINESTRING (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513)","MULTILINESTRING ((-112.1003 33.66944,-112.1164 33.66883), (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513))",0.00030283492289067895
115P04140,AZ-101-LOOP_COUNTERCLOCKWISE,59,100000061,100000062,24,"LINESTRING (-112.1003 33.66944,-112.1164 33.66883)",Agua Fria Freeway,13008,13065,13491,24,"LINESTRING (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484)","MULTILINESTRING ((-112.1003 33.66944,-112.1164 33.66883), (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484))",8.8485319054298e-05
115+04139,AZ-101-LOOP_COUNTERCLOCKWISE,60,100000062,100000063,25,"LINESTRING (-112.1164 33.66883,-112.11696 33.66883)",Agua Fria Freeway,13008,13065,13491,25,"LINESTRING (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484)","MULTILINESTRING ((-112.1164 33.66883,-112.11696 33.66883), (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484))",2.1337247730935886e-05
115P04139,AZ-101-LOOP_COUNTERCLOCKWISE,61,100000063,100000064,26,"LINESTRING (-112.11696 33.66883,-112.12678000000001 33.668859999999995)",Agua Fria Freeway,13008,13065,13491,26,"LINESTRING (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484)","MULTILINESTRING ((-112.11696 33.66883,-112.12678000000001 33.668859999999995), (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484))",2.131991456248585e-05
115P04139,AZ-101-LOOP_COUNTERCLOCKWISE,61,100000063,100000064,26,"LINESTRING (-112.11696 33.66883,-112.12678000000001 33.668859999999995)",Agua Fria Freeway,29668,13491,13359,26,"LINESTRING (-112.1253863 33.6688484, -112.1263102 33.6688539)","MULTILINESTRING ((-112.11696 33.66883,-112.12678000000001 33.668859999999995), (-112.1253863 33.6688484, -112.1263102 33.6688539))",7.287358691949445e-06
115P04139,AZ-101-LOOP_COUNTERCLOCKWISE,61,100000063,100000064,26,"LINESTRING (-112.11696 33.66883,-112.12678000000001 33.668859999999995)",Agua Fria Freeway,47380,13359,13492,26,"LINESTRING (-112.1263102 33.6688539, -112.1266092 33.6688564)","MULTILINESTRING ((-112.11696 33.66883,-112.12678000000001 33.668859999999995), (-112.1263102 33.6688539, -112.1266092 33.6688564))",4.2560385173795235e-06
115+04138,AZ-101-LOOP_COUNTERCLOCKWISE,62,100000064,100000065,27,"LINESTRING (-112.12678000000001 33.668859999999995,-112.13467 33.66928)",Agua Fria Freeway,29711,13492,860,27,"LINESTRING (-112.1266092 33.6688564, -112.1275496 33.6688598)","MULTILINESTRING ((-112.12678000000001 33.668859999999995,-112.13467 33.66928), (-112.1266092 33.6688564, -112.1275496 33.6688598))",2.9824560423064004e-06
115+04138,AZ-101-LOOP_COUNTERCLOCKWISE,62,100000064,100000065,27,"LINESTRING (-112.12678000000001 33.668859999999995,-112.13467 33.66928)",Agua Fria Freeway,32541,860,4404,27,"LINESTRING (-112.1275496 33.6688598, -112.131165 33.6688706, -112.1319409 33.6688945, -112.1325998 33.6689484, -112.1329893 33.6689904, -112.133505 33.6690706, -112.1342628 33.6692198)","MULTILINESTRING ((-112.12678000000001 33.668859999999995,-112.13467 33.66928), (-112.1275496 33.6688598, -112.131165 33.6688706, -112.1319409 33.6688945, -112.1325998 33.6689484, -112.1329893 33.6689904, -112.133505 33.6690706, -112.1342628 33.6692198))",4.214185987608108e-05
115+04138,AZ-101-LOOP_COUNTERCLOCKWISE,62,100000064,100000065,27,"LINESTRING (-112.12678000000001 33.668859999999995,-112.13467 33.66928)",Agua Fria Freeway,30203,4404,13837,27,"LINESTRING (-112.1342628 33.6692198, -112.1349387 33.6693657)","MULTILINESTRING ((-112.12678000000001 33.668859999999995,-112.13467 33.66928), (-112.1342628 33.6692198, -112.1349387 33.6693657))",2.3095249909218253e-05
115P04138,AZ-101-LOOP_COUNTERCLOCKWISE,63,100000065,100000066,28,"LINESTRING (-112.13467 33.66928,-112.1401 33.669740000000004)",Agua Fria Freeway,30203,4404,13837,28,"LINESTRING (-112.1342628 33.6692198, -112.1349387 33.6693657)","MULTILINESTRING ((-112.13467 33.66928,-112.1401 33.669740000000004), (-112.1342628 33.6692198, -112.1349387 33.6693657))",2.7074727017387246e-05
115P04138,AZ-101-LOOP_COUNTERCLOCKWISE,63,100000065,100000066,28,"LINESTRING (-112.13467 33.66928,-112.1401 33.669740000000004)",Agua Fria Freeway,30202,13837,12064,28,"LINESTRING (-112.1349387 33.6693657, -112.1353105 33.6694316, -112.1358055 33.6695325, -112.1363539 33.669616, -112.1371977 33.6697115, -112.137455 33.6697282, -112.1377374 33.6697483, -112.1381301 33.6697589, -112.1384833 33.669766, -112.1392069 33.6697591, -112.1396618 33.6697533, -112.140111 33.6697515, -112.1404993 33.669748)","MULTILINESTRING ((-112.13467 33.66928,-112.1401 33.669740000000004), (-112.1349387 33.6693657, -112.1353105 33.6694316, -112.1358055 33.6695325, -112.1363539 33.669616, -112.1371977 33.6697115, -112.137455 33.6697282, -112.1377374 33.6697483, -112.1381301 33.6697589, -112.1384833 33.669766, -112.1392069 33.6697591, -112.1396618 33.6697533, -112.140111 33.6697515, -112.1404993 33.669748))",6.717372881004723e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,30202,13837,12064,29,"LINESTRING (-112.1349387 33.6693657, -112.1353105 33.6694316, -112.1358055 33.6695325, -112.1363539 33.669616, -112.1371977 33.6697115, -112.137455 33.6697282, -112.1377374 33.6697483, -112.1381301 33.6697589, -112.1384833 33.669766, -112.1392069 33.6697591, -112.1396618 33.6697533, -112.140111 33.6697515, -112.1404993 33.669748)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1349387 33.6693657, -112.1353105 33.6694316, -112.1358055 33.6695325, -112.1363539 33.669616, -112.1371977 33.6697115, -112.137455 33.6697282, -112.1377374 33.6697483, -112.1381301 33.6697589, -112.1384833 33.669766, -112.1392069 33.6697591, -112.1396618 33.6697533, -112.140111 33.6697515, -112.1404993 33.669748))",1.1543985673228333e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,31556,12064,13449,29,"LINESTRING (-112.1404993 33.669748, -112.1409097 33.6697404)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1404993 33.669748, -112.1409097 33.6697404))",1.1555426185608956e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,47238,13449,19211,29,"LINESTRING (-112.1409097 33.6697404, -112.141564 33.6697329)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1409097 33.6697404, -112.141564 33.6697329))",8.435988676023637e-06
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,47392,19211,22031,29,"LINESTRING (-112.141564 33.6697329, -112.1423717 33.6697369)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.141564 33.6697329, -112.1423717 33.6697369))",1.307475609287807e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,31548,22031,14443,29,"LINESTRING (-112.1423717 33.6697369, -112.144635 33.6696977, -112.1472498 33.6696838, -112.1483244 33.6696777, -112.1494065 33.6696714, -112.1514146 33.6696559)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1423717 33.6697369, -112.144635 33.6696977, -112.1472498 33.6696838, -112.1483244 33.6696777, -112.1494065 33.6696714, -112.1514146 33.6696559))",1.9787917244756025e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,31531,14443,14444,29,"LINESTRING (-112.1514146 33.6696559, -112.1516792 33.6696538)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1514146 33.6696559, -112.1516792 33.6696538))",3.0300633031006034e-05
115+04137,AZ-101-LOOP_COUNTERCLOCKWISE,64,100000066,100000067,29,"LINESTRING (-112.1401 33.669740000000004,-112.16288 33.669509999999995)",Agua Fria Freeway,47241,14444,21,29,"LINESTRING (-112.1516792 33.6696538, -112.1547041 33.6696286, -112.1604299 33.6696254, -112.1612374 33.669625, -112.1617998 33.6696059, -112.1624334 33.6695704)","MULTILINESTRING ((-112.1401 33.669740000000004,-112.16288 33.669509999999995), (-112.1516792 33.6696538, -112.1547041 33.6696286, -112.1604299 33.6696254, -112.1612374 33.669625, -112.1617998 33.6696059, -112.1624334 33.6695704))",3.1179578556207656e-05
115P04137,AZ-101-LOOP_COUNTERCLOCKWISE,65,100000067,100000068,30,"LINESTRING (-112.16288 33.669509999999995,-112.1766 33.66845)",Agua Fria Freeway,31533,21,13323,30,"LINESTRING (-112.1624334 33.6695704, -112.1635415 33.6694356, -112.1641392 33.669347, -112.1649207 33.6692053, -112.1657864 33.6690393, -112.1664873 33.6688957, -112.1674601 33.6686964, -112.1680018 33.6686139, -112.1685514 33.6685578, -112.1689639 33.6685246)","MULTILINESTRING ((-112.16288 33.669509999999995,-112.1766 33.66845), (-112.1624334 33.6695704, -112.1635415 33.6694356, -112.1641392 33.669347, -112.1649207 33.6692053, -112.1657864 33.6690393, -112.1664873 33.6688957, -112.1674601 33.6686964, -112.1680018 33.6686139, -112.1685514 33.6685578, -112.1689639 33.6685246))",6.02682645936232e-06
115P04137,AZ-101-LOOP_COUNTERCLOCKWISE,65,100000067,100000068,30,"LINESTRING (-112.16288 33.669509999999995,-112.1766 33.66845)",Agua Fria Freeway,30201,13323,13835,30,"LINESTRING (-112.1689639 33.6685246, -112.1696786 33.6684952)","MULTILINESTRING ((-112.16288 33.669509999999995,-112.1766 33.66845), (-112.1689639 33.6685246, -112.1696786 33.6684952))",0.0005067216933855133
115P04137,AZ-101-LOOP_COUNTERCLOCKWISE,65,100000067,100000068,30,"LINESTRING (-112.16288 33.669509999999995,-112.1766 33.66845)",Agua Fria Freeway,30200,13835,19,30,"LINESTRING (-112.1696786 33.6684952, -112.1703752 33.6684833, -112.1709424 33.6684846, -112.1714831 33.6684792, -112.1725082 33.6684801, -112.1741611 33.6684751, -112.1751058 33.6684722, -112.1761317 33.6684664, -112.1770213 33.6684664, -112.1774773 33.6684651)","MULTILINESTRING ((-112.16288 33.669509999999995,-112.1766 33.66845), (-112.1696786 33.6684952, -112.1703752 33.6684833, -112.1709424 33.6684846, -112.1714831 33.6684792, -112.1725082 33.6684801, -112.1741611 33.6684751, -112.1751058 33.6684722, -112.1761317 33.6684664, -112.1770213 33.6684664, -112.1774773 33.6684651))",0.00048577801797952013
115+04136,AZ-101-LOOP_COUNTERCLOCKWISE,66,100000068,100000069,31,"LINESTRING (-112.1766 33.66845,-112.18048 33.668440000000004)",Agua Fria Freeway,30200,13835,19,31,"LINESTRING (-112.1696786 33.6684952, -112.1703752 33.6684833, -112.1709424 33.6684846, -112.1714831 33.6684792, -112.1725082 33.6684801, -112.1741611 33.6684751, -112.1751058 33.6684722, -112.1761317 33.6684664, -112.1770213 33.6684664, -112.1774773 33.6684651)","MULTILINESTRING ((-112.1766 33.66845,-112.18048 33.668440000000004), (-112.1696786 33.6684952, -112.1703752 33.6684833, -112.1709424 33.6684846, -112.1714831 33.6684792, -112.1725082 33.6684801, -112.1741611 33.6684751, -112.1751058 33.6684722, -112.1761317 33.6684664, -112.1770213 33.6684664, -112.1774773 33.6684651))",1.639999999980546e-05
115+04136,AZ-101-LOOP_COUNTERCLOCKWISE,66,100000068,100000069,31,"LINESTRING (-112.1766 33.66845,-112.18048 33.668440000000004)",Agua Fria Freeway,47245,19,15886,31,"LINESTRING (-112.1774773 33.6684651, -112.1779496 33.6684643)","MULTILINESTRING ((-112.1766 33.66845,-112.18048 33.668440000000004), (-112.1774773 33.6684651, -112.1779496 33.6684643))",1.74086771208388e-05
115+04136,AZ-101-LOOP_COUNTERCLOCKWISE,66,100000068,100000069,31,"LINESTRING (-112.1766 33.66845,-112.18048 33.668440000000004)",Agua Fria Freeway,34280,15886,15885,31,"LINESTRING (-112.1779496 33.6684643, -112.1782774 33.6684595)","MULTILINESTRING ((-112.1766 33.66845,-112.18048 33.668440000000004), (-112.1779496 33.6684643, -112.1782774 33.6684595))",1.7207002193203748e-05
115+04136,AZ-101-LOOP_COUNTERCLOCKWISE,66,100000068,100000069,31,"LINESTRING (-112.1766 33.66845,-112.18048 33.668440000000004)",Agua Fria Freeway,39941,15885,11095,31,"LINESTRING (-112.1782774 33.6684595, -112.178895 33.6684605)","MULTILINESTRING ((-112.1766 33.66845,-112.18048 33.668440000000004), (-112.1782774 33.6684595, -112.178895 33.6684605))",1.3948233010426715e-05
115+04136,AZ-101-LOOP_COUNTERCLOCKWISE,66,100000068,100000069,31,"LINESTRING (-112.1766 33.66845,-112.18048 33.668440000000004)",Agua Fria Freeway,46024,11095,11617,31,"LINESTRING (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964)","MULTILINESTRING ((-112.1766 33.66845,-112.18048 33.668440000000004), (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964))",1.7088977118326602e-05
115P04136,AZ-101-LOOP_COUNTERCLOCKWISE,67,100000069,100000070,32,"LINESTRING (-112.18048 33.668440000000004,-112.19294 33.66837)",Agua Fria Freeway,46024,11095,11617,32,"LINESTRING (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964)","MULTILINESTRING ((-112.18048 33.668440000000004,-112.19294 33.66837), (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964))",1.1982827997508102e-05
115+04135,AZ-101-LOOP_COUNTERCLOCKWISE,68,100000070,100000071,33,"LINESTRING (-112.19294 33.66837,-112.19671000000001 33.66832)",Agua Fria Freeway,46024,11095,11617,33,"LINESTRING (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964)","MULTILINESTRING ((-112.19294 33.66837,-112.19671000000001 33.66832), (-112.178895 33.6684605, -112.179185 33.6684657, -112.1802651 33.6684558, -112.1810424 33.668442, -112.1814444 33.6684297, -112.183842 33.6683564, -112.1846686 33.6683322, -112.1857309 33.6683079, -112.1864497 33.6682994, -112.187193 33.6682899, -112.1879208 33.6682953, -112.1886485 33.6683006, -112.1911752 33.6683606, -112.1930892 33.6683964))",2.3605192009844438e-05
115+04135,AZ-101-LOOP_COUNTERCLOCKWISE,68,100000070,100000071,33,"LINESTRING (-112.19294 33.66837,-112.19671000000001 33.66832)",Agua Fria Freeway,47225,11617,11621,33,"LINESTRING (-112.1930892 33.6683964, -112.1957156 33.6683821)","MULTILINESTRING ((-112.19294 33.66837,-112.19671000000001 33.66832), (-112.1930892 33.6683964, -112.1957156 33.6683821))",2.8390867634233818e-05
115+04135,AZ-101-LOOP_COUNTERCLOCKWISE,68,100000070,100000071,33,"LINESTRING (-112.19294 33.66837,-112.19671000000001 33.66832)",Agua Fria Freeway,46027,11621,8580,33,"LINESTRING (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088)","MULTILINESTRING ((-112.19294 33.66837,-112.19671000000001 33.66832), (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088))",4.844624204385348e-05
115P04135,AZ-101-LOOP_COUNTERCLOCKWISE,69,100000071,100000072,34,"LINESTRING (-112.19671000000001 33.66832,-112.20983000000001 33.66778)",Agua Fria Freeway,46027,11621,8580,34,"LINESTRING (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088)","MULTILINESTRING ((-112.19671000000001 33.66832,-112.20983000000001 33.66778), (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088))",1.9421277717810712e-05
115+04134,AZ-101-LOOP_COUNTERCLOCKWISE,70,100000072,100000073,35,"LINESTRING (-112.20983000000001 33.66778,-112.21383999999999 33.667790000000004)",Agua Fria Freeway,46027,11621,8580,35,"LINESTRING (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088)","MULTILINESTRING ((-112.20983000000001 33.66778,-112.21383999999999 33.667790000000004), (-112.1957156 33.6683821, -112.1990302 33.6682399, -112.2026509 33.6680832, -112.2033876 33.6680574, -112.2076436 33.6678802, -112.2083741 33.6678469, -112.2093665 33.6678137, -112.2102378 33.6678088))",3.109288603218207e-05
